Date,Timestamp,R,D,Margin,Daily Margin Change,Vote Difference,Total Votes Cast,Total Unprocessed Ballots*,Jurisdiction,Unprocessed Ballots,Race
2024-11-09,17:44:00,170406,130143,0.1339648443348672,0.0003595562015316356,40263,300549,391011,Sierra,0,CD-3
2024-11-10,19:32:00,170406,130143,0.1339648443348672,0,40263,300549,391011,Sierra,0,CD-3
2024-11-11,05:07:00,170406,130143,0.1339648443348672,0,40263,300549,391011,Sierra,0,CD-3
2024-11-12,08:08:00,170406,130143,0.1339648443348672,0,40263,300549,373345,Sierra,0,CD-3
2024-11-12,17:19:00,190629,148866,0.12301506649582468,-0.01094977783904251,41763,339495,337431,Sierra,0,CD-3
2024-11-13,10:32:00,190804,149113,0.12265052939394029,-0.0003645371018843879,41691,339917,250971,Sierra,0,CD-3
2024-11-14,03:14:00,191836,149486,0.12407638534873228,0.0014258559547919852,42350,341322,250971,Sierra,0,CD-3
2024-11-14,18:06:00,192267,149681,0.12453940365201727,0.00046301830328498994,42586,341948,250987,Sierra,0,CD-3
2024-11-15,19:06:00,217908,171203,0.12003001714163825,-0.004509386510379021,46705,389111,90073,Sierra,0,CD-3
2024-11-16,17:52:00,217908,171203,0.12003001714163825,0,46705,389111,92236,Sierra,0,CD-3
2024-11-18,09:30:00,217908,171203,0.12003001714163825,0,46705,389111,92236,Sierra,0,CD-3
2024-11-18,18:44:00,217908,171203,0.12003001714163825,0,46705,389111,92236,Sierra,0,CD-3
2024-11-19,18:03:00,223633,177538,0.11490112695085138,-0.0051288901907868695,46095,401171,84908,Sierra,0,CD-3
2024-11-20,17:52:00,223644,177563,0.11485592225459676,-4.520469625461654e-05,46081,401207,48954,Sierra,0,CD-3
2024-11-21,18:41:00,223838,177750,0.1147643853900017,-9.153686459506538e-05,46088,401588,48688,Sierra,0,CD-3
2024-11-22,20:02:00,229747,185273,0.10716110066984724,-0.007603284720154452,44474,415020,26007,Sierra,0,CD-3
2024-11-23,17:53:00,229747,185273,0.10716110066984724,0,44474,415020,23922,Sierra,0,CD-3
2024-11-25,18:56:00,229753,185279,0.1071580022745234,-3.098395323836156e-06,44474,415032,23919,Sierra,0,CD-3
2024-11-26,19:14:00,230085,185508,0.10726119063603093,0.00010318836150752242,44577,415593,23907,Sierra,0,CD-3
2024-11-27,21:08:00,233425,187513,0.10907069449657669,0.0018095038605457636,45912,420938,11014,Sierra,0,CD-3
2024-11-29,18:55:00,233425,187513,0.10907069449657669,0,45912,420938,11014,Sierra,0,CD-3
2024-12-02,18:08:00,233721,187726,0.10913590558243386,6.521108585716417e-05,45995,421447,2381,Sierra,0,CD-3
2024-12-03,23:53:00,234246,188067,0.10934780601118128,0.00021190042874742743,46179,422313,0,Sierra,0,CD-3
2024-12-04,20:15:00,234246,188067,0.10934780601118128,0,46179,422313,0,Sierra,0,CD-3
2024-12-05,10:16:00,234246,188067,0.10934780601118128,0,46179,422313,0,Sierra,0,CD-3
2024-11-05,23:46:00,113246,94852,0.08839104652615594,,18394,208098,,Yuba,,CD-3
2024-11-06,08:10:00,148102,109302,0.1507358083013473,0.06234476177519137,38800,257404,,Yuba,,CD-3
2024-11-06,17:25:00,148131,109327,0.15071972904318373,-1.6079258163576027e-05,38804,257458,,Yuba,,CD-3
2024-11-07,17:37:00,148639,110087,0.1490070576594544,-0.001712671383729325,38552,258726,523355,Yuba,14220,CD-3
2024-11-08,17:12:00,170208,130087,0.13360528813333555,-0.015401769526118853,40121,300295,391011,Yuba,14220,CD-3
2024-11-09,17:44:00,170406,130143,0.1339648443348672,0.0003595562015316356,40263,300549,391011,Yuba,14220,CD-3
2024-11-10,19:32:00,170406,130143,0.1339648443348672,0,40263,300549,391011,Yuba,14220,CD-3
2024-11-11,05:07:00,170406,130143,0.1339648443348672,0,40263,300549,391011,Yuba,14220,CD-3
2024-11-12,08:08:00,170406,130143,0.1339648443348672,0,40263,300549,373345,Yuba,12920,CD-3
2024-11-12,17:19:00,190629,148866,0.12301506649582468,-0.01094977783904251,41763,339495,337431,Yuba,12920,CD-3
2024-11-13,10:32:00,190804,149113,0.12265052939394029,-0.0003645371018843879,41691,339917,250971,Yuba,12920,CD-3
2024-11-14,03:14:00,191836,149486,0.12407638534873228,0.0014258559547919852,42350,341322,250971,Yuba,12920,CD-3
2024-11-14,18:06:00,192267,149681,0.12453940365201727,0.00046301830328498994,42586,341948,250987,Yuba,12920,CD-3
2024-11-15,19:06:00,217908,171203,0.12003001714163825,-0.004509386510379021,46705,389111,90073,Yuba,3035,CD-3
2024-11-16,17:52:00,217908,171203,0.12003001714163825,0,46705,389111,92236,Yuba,3035,CD-3
2024-11-18,09:30:00,217908,171203,0.12003001714163825,0,46705,389111,92236,Yuba,3035,CD-3
2024-11-18,18:44:00,217908,171203,0.12003001714163825,0,46705,389111,92236,Yuba,3035,CD-3
2024-11-19,18:03:00,223633,177538,0.11490112695085138,-0.0051288901907868695,46095,401171,84908,Yuba,3035,CD-3
2024-11-20,17:52:00,223644,177563,0.11485592225459676,-4.520469625461654e-05,46081,401207,48954,Yuba,3035,CD-3
2024-11-21,18:41:00,223838,177750,0.1147643853900017,-9.153686459506538e-05,46088,401588,48688,Yuba,3035,CD-3
2024-11-22,20:02:00,229747,185273,0.10716110066984724,-0.007603284720154452,44474,415020,26007,Yuba,2000,CD-3
2024-11-23,17:53:00,229747,185273,0.10716110066984724,0,44474,415020,23922,Yuba,2000,CD-3
2024-11-25,18:56:00,229753,185279,0.1071580022745234,-3.098395323836156e-06,44474,415032,23919,Yuba,2000,CD-3
2024-11-26,19:14:00,230085,185508,0.10726119063603093,0.00010318836150752242,44577,415593,23907,Yuba,2000,CD-3
2024-11-27,21:08:00,233425,187513,0.10907069449657669,0.0018095038605457636,45912,420938,11014,Yuba,2000,CD-3
2024-11-29,18:55:00,233425,187513,0.10907069449657669,0,45912,420938,11014,Yuba,2000,CD-3
2024-12-02,18:08:00,233721,187726,0.10913590558243386,6.521108585716417e-05,45995,421447,2381,Yuba,2000,CD-3
2024-12-03,23:53:00,234246,188067,0.10934780601118128,0.00021190042874742743,46179,422313,0,Yuba,0,CD-3
2024-12-04,20:15:00,234246,188067,0.10934780601118128,0,46179,422313,0,Yuba,0,CD-3
2024-12-05,10:16:00,234246,188067,0.10934780601118128,0,46179,422313,0,Yuba,0,CD-3
2024-11-05,23:46:00,57675,62773,0.042325318809776837,,5098,120448,,Contra Costa,,CD-9
2024-11-06,08:10:00,72107,74156,0.014009011164819538,-0.0283163076449573,2049,146263,,Contra Costa,,CD-9
2024-11-06,17:25:00,72107,74156,0.014009011164819538,0,2049,146263,,Contra Costa,,CD-9
2024-11-07,17:37:00,72150,74163,0.013758175965225236,-0.0002508351995943025,2013,146313,370301,Contra Costa,191700,CD-9
2024-11-08,17:12:00,72783,74730,0.013198836712696508,-0.0005593392525287278,1947,147513,262801,Contra Costa,84200,CD-9
2024-11-09,17:44:00,81504,85528,0.024091192106901672,0.010892355394205164,4024,167032,262801,Contra Costa,84200,CD-9
2024-11-10,19:32:00,81504,85528,0.024091192106901672,0,4024,167032,262801,Contra Costa,84200,CD-9
2024-11-11,17:07:00,81504,85528,0.024091192106901672,0,4024,167032,208361,Contra Costa,84200,CD-9
2024-11-12,08:08:00,93522,100646,0.03668987680771291,0.012598684700811234,7124,194168,208361,Contra Costa,84200,CD-9
2024-11-12,17:19:00,93574,100665,0.036506571800719735,-0.0001833050069931716,7091,194239,208271,Contra Costa,84200,CD-9
2024-11-13,10:32:00,93574,100665,0.036506571800719735,0,7091,194239,192854,Contra Costa,84200,CD-9
2024-11-14,03:14:00,108946,117071,0.03594862333364304,-0.0005579484670766924,8125,226017,93244,Contra Costa,15150,CD-9
2024-11-14,18:06:00,108991,117090,0.03582344380996191,-0.00012517952368112928,8099,226081,93244,Contra Costa,15150,CD-9
2024-11-15,19:08:00,114580,123553,0.037680623853056906,0.0018571800430949928,8973,238133,70906,Contra Costa,14600,CD-9
2024-11-16,17:52:00,114580,123553,0.037680623853056906,0,8973,238133,58178,Contra Costa,14600,CD-9
2024-11-18,09:30:00,114580,123553,0.037680623853056906,0,8973,238133,58178,Contra Costa,14600,CD-9
2024-11-18,18:44:00,114684,123656,0.03764370227406227,-3.6921578994639215e-05,8972,238340,58178,Contra Costa,14600,CD-9
2024-11-19,18:03:00,114790,123678,0.03727124813392153,-0.0003724541401407336,8888,238468,57962,Contra Costa,14600,CD-9
2024-11-20,17:52:00,115312,124329,0.03762711722952249,0.0003558690956009594,9017,239641,30421,Contra Costa,14600,CD-9
2024-11-21,18:41:00,115317,124332,0.03761751561658926,-9.60161293322992e-06,9015,239649,28210,Contra Costa,14600,CD-9
2024-11-22,20:02:00,115952,124885,0.037091476807965554,-0.0005260388086237092,8933,240837,18610,Contra Costa,5000,CD-9
2024-11-23,17:53:00,115952,124885,0.037091476807965554,0,8933,240837,17949,Contra Costa,5000,CD-9
2024-11-25,18:56:00,116929,125773,0.036439749157402904,-0.0006517276505626501,8844,242702,17949,Contra Costa,5000,CD-9
2024-11-26,19:14:00,116934,125773,0.036418397491625704,-2.1351665777200046e-05,8839,242707,15093,Contra Costa,5000,CD-9
2024-11-27,21:09:00,119126,127678,0.03465097810408259,-0.001767419387543115,8552,246804,6444,Contra Costa,0,CD-9
2024-11-29,18:55:00,119782,128493,0.03508609404893767,0.00043511594485508287,8711,248275,2507,Contra Costa,0,CD-9
2024-12-02,18:08:00,121171,130182,0.03584997990873393,0.0007638858597962608,9011,251353,196,Contra Costa,0,CD-9
2024-12-03,23:53:00,121174,130183,0.03584145259531264,-8.52731342129015e-06,9009,251357,0,Contra Costa,0,CD-9
2024-12-04,20:15:00,121174,130183,0.03584145259531264,0,9009,251357,0,Contra Costa,0,CD-9
2024-12-05,10:16:00,121174,130183,0.03584145259531264,0,9009,251357,0,Contra Costa,0,CD-9
2024-11-05,23:46:00,57675,62773,0.042325318809776837,,5098,120448,,San Joaquin,,CD-9
2024-11-06,08:10:00,72107,74156,0.014009011164819538,-0.0283163076449573,2049,146263,,San Joaquin,,CD-9
2024-11-06,17:25:00,72107,74156,0.014009011164819538,0,2049,146263,,San Joaquin,,CD-9
2024-11-07,17:37:00,72150,74163,0.013758175965225236,-0.0002508351995943025,2013,146313,370301,San Joaquin,108811,CD-9
2024-11-08,17:12:00,72783,74730,0.013198836712696508,-0.0005593392525287278,1947,147513,262801,San Joaquin,108811,CD-9
2024-11-09,17:44:00,81504,85528,0.024091192106901672,0.010892355394205164,4024,167032,262801,San Joaquin,108811,CD-9
2024-11-10,19:32:00,81504,85528,0.024091192106901672,0,4024,167032,262801,San Joaquin,108811,CD-9
2024-11-11,17:07:00,81504,85528,0.024091192106901672,0,4024,167032,208361,San Joaquin,54371,CD-9
2024-11-12,08:08:00,93522,100646,0.03668987680771291,0.012598684700811234,7124,194168,208361,San Joaquin,54371,CD-9
2024-11-12,17:19:00,93574,100665,0.036506571800719735,-0.0001833050069931716,7091,194239,208271,San Joaquin,54371,CD-9
2024-11-13,10:32:00,93574,100665,0.036506571800719735,0,7091,194239,192854,San Joaquin,54371,CD-9
2024-11-14,03:14:00,108946,117071,0.03594862333364304,-0.0005579484670766924,8125,226017,93244,San Joaquin,23811,CD-9
2024-11-14,18:06:00,108991,117090,0.03582344380996191,-0.00012517952368112928,8099,226081,93244,San Joaquin,23811,CD-9
2024-11-15,19:08:00,114580,123553,0.037680623853056906,0.0018571800430949928,8973,238133,70906,San Joaquin,23811,CD-9
2024-11-16,17:52:00,114580,123553,0.037680623853056906,0,8973,238133,58178,San Joaquin,11083,CD-9
2024-11-18,09:30:00,114580,123553,0.037680623853056906,0,8973,238133,58178,San Joaquin,11083,CD-9
2024-11-18,18:44:00,114684,123656,0.03764370227406227,-3.6921578994639215e-05,8972,238340,58178,San Joaquin,11083,CD-9
2024-11-19,18:03:00,114790,123678,0.03727124813392153,-0.0003724541401407336,8888,238468,57962,San Joaquin,10867,CD-9
2024-11-20,17:52:00,115312,124329,0.03762711722952249,0.0003558690956009594,9017,239641,30421,San Joaquin,10867,CD-9
2024-11-21,18:41:00,115317,124332,0.03761751561658926,-9.60161293322992e-06,9015,239649,28210,San Joaquin,9765,CD-9
2024-11-22,20:02:00,115952,124885,0.037091476807965554,-0.0005260388086237092,8933,240837,18610,San Joaquin,9765,CD-9
2024-11-23,17:53:00,115952,124885,0.037091476807965554,0,8933,240837,17949,San Joaquin,9104,CD-9
2024-11-25,18:56:00,116929,125773,0.036439749157402904,-0.0006517276505626501,8844,242702,17949,San Joaquin,9104,CD-9
2024-11-26,19:14:00,116934,125773,0.036418397491625704,-2.1351665777200046e-05,8839,242707,15093,San Joaquin,6248,CD-9
2024-11-27,21:09:00,119126,127678,0.03465097810408259,-0.001767419387543115,8552,246804,6444,San Joaquin,6248,CD-9
2024-11-29,18:55:00,119782,128493,0.03508609404893767,0.00043511594485508287,8711,248275,2507,San Joaquin,2311,CD-9
2024-12-02,18:08:00,121171,130182,0.03584997990873393,0.0007638858597962608,9011,251353,196,San Joaquin,0,CD-9
2024-12-03,23:53:00,121174,130183,0.03584145259531264,-8.52731342129015e-06,9009,251357,0,San Joaquin,0,CD-9
2024-12-04,20:15:00,121174,130183,0.03584145259531264,0,9009,251357,0,San Joaquin,0,CD-9
2024-12-05,10:16:00,121174,130183,0.03584145259531264,0,9009,251357,0,San Joaquin,0,CD-9
2024-11-05,23:46:00,57675,62773,0.042325318809776837,,5098,120448,,Stanislaus,,CD-9
2024-11-06,08:10:00,72107,74156,0.014009011164819538,-0.0283163076449573,2049,146263,,Stanislaus,,CD-9
2024-11-06,17:25:00,72107,74156,0.014009011164819538,0,2049,146263,,Stanislaus,,CD-9
2024-11-07,17:37:00,72150,74163,0.013758175965225236,-0.0002508351995943025,2013,146313,370301,Stanislaus,69790,CD-9
2024-11-08,17:12:00,72783,74730,0.013198836712696508,-0.0005593392525287278,1947,147513,262801,Stanislaus,69790,CD-9
2024-11-09,17:44:00,81504,85528,0.024091192106901672,0.010892355394205164,4024,167032,262801,Stanislaus,69790,CD-9
2024-11-10,19:32:00,81504,85528,0.024091192106901672,0,4024,167032,262801,Stanislaus,69790,CD-9
2024-11-11,17:07:00,81504,85528,0.024091192106901672,0,4024,167032,208361,Stanislaus,69790,CD-9
2024-11-12,08:08:00,93522,100646,0.03668987680771291,0.012598684700811234,7124,194168,208361,Stanislaus,69790,CD-9
2024-11-12,17:19:00,93574,100665,0.036506571800719735,-0.0001833050069931716,7091,194239,208271,Stanislaus,69700,CD-9
2024-11-13,10:32:00,93574,100665,0.036506571800719735,0,7091,194239,192854,Stanislaus,54283,CD-9
2024-11-14,03:14:00,108946,117071,0.03594862333364304,-0.0005579484670766924,8125,226017,93244,Stanislaus,54283,CD-9
2024-11-14,18:06:00,108991,117090,0.03582344380996191,-0.00012517952368112928,8099,226081,93244,Stanislaus,54283,CD-9
2024-11-15,19:08:00,114580,123553,0.037680623853056906,0.0018571800430949928,8973,238133,70906,Stanislaus,32495,CD-9
2024-11-16,17:52:00,114580,123553,0.037680623853056906,0,8973,238133,58178,Stanislaus,32495,CD-9
2024-11-18,09:30:00,114580,123553,0.037680623853056906,0,8973,238133,58178,Stanislaus,32495,CD-9
2024-11-18,18:44:00,114684,123656,0.03764370227406227,-3.6921578994639215e-05,8972,238340,58178,Stanislaus,32495,CD-9
2024-11-19,18:03:00,114790,123678,0.03727124813392153,-0.0003724541401407336,8888,238468,57962,Stanislaus,32495,CD-9
2024-11-20,17:52:00,115312,124329,0.03762711722952249,0.0003558690956009594,9017,239641,30421,Stanislaus,4954,CD-9
2024-11-21,18:41:00,115317,124332,0.03761751561658926,-9.60161293322992e-06,9015,239649,28210,Stanislaus,3845,CD-9
2024-11-22,20:02:00,115952,124885,0.037091476807965554,-0.0005260388086237092,8933,240837,18610,Stanislaus,3845,CD-9
2024-11-23,17:53:00,115952,124885,0.037091476807965554,0,8933,240837,17949,Stanislaus,3845,CD-9
2024-11-25,18:56:00,116929,125773,0.036439749157402904,-0.0006517276505626501,8844,242702,17949,Stanislaus,3845,CD-9
2024-11-26,19:14:00,116934,125773,0.036418397491625704,-2.1351665777200046e-05,8839,242707,15093,Stanislaus,3845,CD-9
2024-11-27,21:09:00,119126,127678,0.03465097810408259,-0.001767419387543115,8552,246804,6444,Stanislaus,196,CD-9
2024-11-29,18:55:00,119782,128493,0.03508609404893767,0.00043511594485508287,8711,248275,2507,Stanislaus,196,CD-9
2024-12-02,18:08:00,121171,130182,0.03584997990873393,0.0007638858597962608,9011,251353,196,Stanislaus,196,CD-9
2024-12-03,23:53:00,121174,130183,0.03584145259531264,-8.52731342129015e-06,9009,251357,0,Stanislaus,0,CD-9
2024-12-04,20:15:00,121174,130183,0.03584145259531264,0,9009,251357,0,Stanislaus,0,CD-9
2024-12-05,10:16:00,121174,130183,0.03584145259531264,0,9009,251357,0,Stanislaus,0,CD-9
2024-11-05,23:46:00,43034,44029,0.011428505794654445,,995,87063,,Fresno,,CD-13
2024-11-06,08:10:00,56785,53596,0.02889084172094835,0.017462335926293905,3189,110381,,Fresno,,CD-13
2024-11-06,17:25:00,56785,53596,0.02889084172094835,0,3189,110381,,Fresno,,CD-13
2024-11-07,17:37:00,58792,55625,0.027679453228104216,-0.0012113884928441343,3167,114417,344445,Fresno,100894,CD-13
2024-11-08,17:12:00,66147,62631,0.027302800167730512,-0.00037665306037370366,3516,128778,328695,Fresno,100894,CD-13
2024-11-09,17:44:00,66675,63414,0.025067453820077024,-0.0022353463476534885,3261,130089,328695,Fresno,100894,CD-13
2024-11-10,19:32:00,66675,63414,0.025067453820077024,0,3261,130089,328695,Fresno,100894,CD-13
2024-11-11,17:07:00,66675,63414,0.025067453820077024,0,3261,130089,274255,Fresno,100894,CD-13
2024-11-12,08:08:00,67384,64408,0.022581036785237343,-0.002486417034839681,2976,131792,272811,Fresno,99450,CD-13
2024-11-12,17:19:00,76685,73563,0.02077897875512486,-0.0018020580301124842,3122,150248,222561,Fresno,49200,CD-13
2024-11-13,10:32:00,76685,73563,0.02077897875512486,0,3122,150248,197604,Fresno,49200,CD-13
2024-11-14,03:14:00,80392,76627,0.023977989924786173,0.0031990111696613144,3765,157019,188614,Fresno,49200,CD-13
2024-11-14,18:06:00,89315,87551,0.009973652369590538,-0.014004337555195635,1764,176866,145354,Fresno,49200,CD-13
2024-11-15,19:06:00,89990,88068,0.01079423558615732,0.0008205832165667816,1922,178058,73828,Fresno,13200,CD-13
2024-11-16,17:52:00,89990,88068,0.01079423558615732,0,1922,178058,73828,Fresno,13200,CD-13
2024-11-18,09:30:00,90906,88902,0.011145221569674318,0.0003509859835169986,2004,179808,73828,Fresno,13200,CD-13
2024-11-18,18:44:00,91581,89300,0.012610500826510248,0.0014652792568359291,2281,180881,67767,Fresno,7139,CD-13
2024-11-19,18:03:00,100885,100658,0.0011263105143815464,-0.011484190312128701,227,201543,54344,Fresno,7100,CD-13
2024-11-20,17:52:00,101217,100866,0.0017369100815011653,0.0006105995671196189,351,202083,26163,Fresno,7100,CD-13
2024-11-21,18:41:00,101806,101612,0.0009537012457108023,-0.000783208835790363,194,203418,23701,Fresno,7139,CD-13
2024-11-22,20:02:00,102154,101951,0.0009945861198892728,4.0884874178470426e-05,203,204105,22181,Fresno,5632,CD-13
2024-11-23,17:53:00,102550,102346,0.0009956270498203967,1.0409299311239708e-06,204,204896,21520,Fresno,5632,CD-13
2024-11-25,18:56:00,102653,102446,0.001009268694630398,1.3641644810001184e-05,207,205099,21060,Fresno,5632,CD-13
2024-11-26,17:05:00,103685,103790,0.0005060850704904206,-0.0005031836241399774,105,207475,15725,Fresno,5632,CD-13
2024-11-26,19:14:00,104321,104503,0.0008715473317243229,0.00036546226123390234,182,208824,15725,Fresno,5632,CD-13
2024-11-27,21:09:00,104801,104991,0.0009056589383770592,3.4111606652736264e-05,190,209792,12076,Fresno,5632,CD-13
2024-11-29,18:55:00,104856,105083,0.0010812664631154763,0.00017560752473841715,227,209939,3107,Fresno,600,CD-13
2024-12-02,18:09:00,105188,105331,0.0006792736047577653,-0.00040199285835771097,143,210519,796,Fresno,600,CD-13
2024-12-03,23:53:00,105367,105554,0.0008865878693918576,0.0002073142646340923,187,210921,0,Fresno,0,CD-13
2024-12-04,20:15:00,105367,105554,0.0008865878693918576,0,187,210921,0,Fresno,0,CD-13
2024-12-05,10:16:00,105367,105554,0.0008865878693918576,0,187,210921,0,Fresno,0,CD-13
2024-11-05,23:46:00,43034,44029,0.011428505794654445,,995,87063,,Madera,,CD-13
2024-11-06,08:10:00,56785,53596,0.02889084172094835,0.017462335926293905,3189,110381,,Madera,,CD-13
2024-11-06,17:25:00,56785,53596,0.02889084172094835,0,3189,110381,,Madera,,CD-13
2024-11-07,17:37:00,58792,55625,0.027679453228104216,-0.0012113884928441343,3167,114417,344445,Madera,17950,CD-13
2024-11-08,17:12:00,66147,62631,0.027302800167730512,-0.00037665306037370366,3516,128778,328695,Madera,10700,CD-13
2024-11-09,17:44:00,66675,63414,0.025067453820077024,-0.0022353463476534885,3261,130089,328695,Madera,10700,CD-13
2024-11-10,19:32:00,66675,63414,0.025067453820077024,0,3261,130089,328695,Madera,10700,CD-13
2024-11-11,17:07:00,66675,63414,0.025067453820077024,0,3261,130089,274255,Madera,10700,CD-13
2024-11-12,08:08:00,67384,64408,0.022581036785237343,-0.002486417034839681,2976,131792,272811,Madera,10700,CD-13
2024-11-12,17:19:00,76685,73563,0.02077897875512486,-0.0018020580301124842,3122,150248,222561,Madera,10700,CD-13
2024-11-13,10:32:00,76685,73563,0.02077897875512486,0,3122,150248,197604,Madera,10700,CD-13
2024-11-14,03:14:00,80392,76627,0.023977989924786173,0.0031990111696613144,3765,157019,188614,Madera,1710,CD-13
2024-11-14,18:06:00,89315,87551,0.009973652369590538,-0.014004337555195635,1764,176866,145354,Madera,1710,CD-13
2024-11-15,19:06:00,89990,88068,0.01079423558615732,0.0008205832165667816,1922,178058,73828,Madera,700,CD-13
2024-11-16,17:52:00,89990,88068,0.01079423558615732,0,1922,178058,73828,Madera,700,CD-13
2024-11-18,09:30:00,90906,88902,0.011145221569674318,0.0003509859835169986,2004,179808,73828,Madera,700,CD-13
2024-11-18,18:44:00,91581,89300,0.012610500826510248,0.0014652792568359291,2281,180881,67767,Madera,700,CD-13
2024-11-19,18:03:00,100885,100658,0.0011263105143815464,-0.011484190312128701,227,201543,54344,Madera,700,CD-13
2024-11-20,17:52:00,101217,100866,0.0017369100815011653,0.0006105995671196189,351,202083,26163,Madera,60,CD-13
2024-11-21,18:41:00,101806,101612,0.0009537012457108023,-0.000783208835790363,194,203418,23701,Madera,60,CD-13
2024-11-22,20:02:00,102154,101951,0.0009945861198892728,4.0884874178470426e-05,203,204105,22181,Madera,0,CD-13
2024-11-23,17:53:00,102550,102346,0.0009956270498203967,1.0409299311239708e-06,204,204896,21520,Madera,0,CD-13
2024-11-25,18:56:00,102653,102446,0.001009268694630398,1.3641644810001184e-05,207,205099,21060,Madera,0,CD-13
2024-11-26,17:05:00,103685,103790,0.0005060850704904206,-0.0005031836241399774,105,207475,15725,Madera,0,CD-13
2024-11-26,19:14:00,104321,104503,0.0008715473317243229,0.00036546226123390234,182,208824,15725,Madera,0,CD-13
2024-11-27,21:09:00,104801,104991,0.0009056589383770592,3.4111606652736264e-05,190,209792,12076,Madera,0,CD-13
2024-11-29,18:55:00,104856,105083,0.0010812664631154763,0.00017560752473841715,227,209939,3107,Madera,0,CD-13
2024-12-02,18:09:00,105188,105331,0.0006792736047577653,-0.00040199285835771097,143,210519,796,Madera,0,CD-13
2024-12-03,23:53:00,105367,105554,0.0008865878693918576,0.0002073142646340923,187,210921,0,Madera,0,CD-13
2024-12-04,20:15:00,105367,105554,0.0008865878693918576,0,187,210921,0,Madera,0,CD-13
2024-12-05,10:16:00,105367,105554,0.0008865878693918576,0,187,210921,0,Madera,0,CD-13
2024-11-05,23:46:00,43034,44029,0.011428505794654445,,995,87063,,Merced,,CD-13
2024-11-06,08:10:00,56785,53596,0.02889084172094835,0.017462335926293905,3189,110381,,Merced,,CD-13
2024-11-06,17:25:00,56785,53596,0.02889084172094835,0,3189,110381,,Merced,,CD-13
2024-11-07,17:37:00,58792,55625,0.027679453228104216,-0.0012113884928441343,3167,114417,344445,Merced,47000,CD-13
2024-11-08,17:12:00,66147,62631,0.027302800167730512,-0.00037665306037370366,3516,128778,328695,Merced,38500,CD-13
2024-11-09,17:44:00,66675,63414,0.025067453820077024,-0.0022353463476534885,3261,130089,328695,Merced,38500,CD-13
2024-11-10,19:32:00,66675,63414,0.025067453820077024,0,3261,130089,328695,Merced,38500,CD-13
2024-11-11,17:07:00,66675,63414,0.025067453820077024,0,3261,130089,274255,Merced,38500,CD-13
2024-11-12,08:08:00,67384,64408,0.022581036785237343,-0.002486417034839681,2976,131792,272811,Merced,38500,CD-13
2024-11-12,17:19:00,76685,73563,0.02077897875512486,-0.0018020580301124842,3122,150248,222561,Merced,38500,CD-13
2024-11-13,10:32:00,76685,73563,0.02077897875512486,0,3122,150248,197604,Merced,29050,CD-13
2024-11-14,03:14:00,80392,76627,0.023977989924786173,0.0031990111696613144,3765,157019,188614,Merced,29050,CD-13
2024-11-14,18:06:00,89315,87551,0.009973652369590538,-0.014004337555195635,1764,176866,145354,Merced,16350,CD-13
2024-11-15,19:06:00,89990,88068,0.01079423558615732,0.0008205832165667816,1922,178058,73828,Merced,16350,CD-13
2024-11-16,17:52:00,89990,88068,0.01079423558615732,0,1922,178058,73828,Merced,16350,CD-13
2024-11-18,09:30:00,90906,88902,0.011145221569674318,0.0003509859835169986,2004,179808,73828,Merced,16350,CD-13
2024-11-18,18:44:00,91581,89300,0.012610500826510248,0.0014652792568359291,2281,180881,67767,Merced,16350,CD-13
2024-11-19,18:03:00,100885,100658,0.0011263105143815464,-0.011484190312128701,227,201543,54344,Merced,3182,CD-13
2024-11-20,17:52:00,101217,100866,0.0017369100815011653,0.0006105995671196189,351,202083,26163,Merced,3182,CD-13
2024-11-21,18:41:00,101806,101612,0.0009537012457108023,-0.000783208835790363,194,203418,23701,Merced,2892,CD-13
2024-11-22,20:02:00,102154,101951,0.0009945861198892728,4.0884874178470426e-05,203,204105,22181,Merced,2939,CD-13
2024-11-23,17:53:00,102550,102346,0.0009956270498203967,1.0409299311239708e-06,204,204896,21520,Merced,2939,CD-13
2024-11-25,18:56:00,102653,102446,0.001009268694630398,1.3641644810001184e-05,207,205099,21060,Merced,2479,CD-13
2024-11-26,17:05:00,103685,103790,0.0005060850704904206,-0.0005031836241399774,105,207475,15725,Merced,0,CD-13
2024-11-26,19:14:00,104321,104503,0.0008715473317243229,0.00036546226123390234,182,208824,15725,Merced,0,CD-13
2024-11-27,21:09:00,104801,104991,0.0009056589383770592,3.4111606652736264e-05,190,209792,12076,Merced,0,CD-13
2024-11-29,18:55:00,104856,105083,0.0010812664631154763,0.00017560752473841715,227,209939,3107,Merced,0,CD-13
2024-12-02,18:09:00,105188,105331,0.0006792736047577653,-0.00040199285835771097,143,210519,796,Merced,0,CD-13
2024-12-03,23:53:00,105367,105554,0.0008865878693918576,0.0002073142646340923,187,210921,0,Merced,0,CD-13
2024-12-04,20:15:00,105367,105554,0.0008865878693918576,0,187,210921,0,Merced,0,CD-13
2024-12-05,10:16:00,105367,105554,0.0008865878693918576,0,187,210921,0,Merced,0,CD-13
2024-11-05,23:46:00,43034,44029,0.011428505794654445,,995,87063,,San Joaquin,,CD-13
2024-11-06,08:10:00,56785,53596,0.02889084172094835,0.017462335926293905,3189,110381,,San Joaquin,,CD-13
2024-11-06,17:25:00,56785,53596,0.02889084172094835,0,3189,110381,,San Joaquin,,CD-13
2024-11-07,17:37:00,58792,55625,0.027679453228104216,-0.0012113884928441343,3167,114417,344445,San Joaquin,108811,CD-13
